"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP","AVG. DIFF ","% OVER "
"237",12,"Will Shipley",PHI,"RB66","9","3 out of 5 stars","-5","-0.1","11% (1/9)"
"238",12,"Elijah Arroyo",SEA,"TE28","8","4 out of 5 stars","-10","-","-"
"239",12,"Juwan Johnson",NO,"TE29","11","3 out of 5 stars","+68","-0.1","50% (8/16)"
"240",12,"Kyle Monangai",CHI,"RB67","5","3 out of 5 stars","+22","-","-"
"241",12,"Devin Neal",NO,"RB68","11","4 out of 5 stars","+43","-","-"
"242",12,"Ja'Tavion Sanders",CAR,"TE30","14","4 out of 5 stars","+33","-0.2","46% (7/15)"
"243",12,"Younghoe Koo",ATL,"K13","5","4 out of 5 stars","-56","+0.6","53% (8/15)"
"244",12,"Woody Marks",HOU,"RB69","6","2 out of 5 stars","-2","-","-"
"245",12,"Roman Wilson",PIT,"WR88","5","4 out of 5 stars","+42","-","-"
"246",12,"Dallas Cowboys",DAL,"DST16","10","0 out of 5 stars","-61","-2.1","25% (4/16)"
"247",12,"Cole Kmet",CHI,"TE31","5","4 out of 5 stars","+13","+0.2","37% (6/16)"
"248",12,"Jalen Royals",KC,"WR89","10","3 out of 5 stars","+9","-","-"
"249",12,"Elijah Moore",BUF,"WR90","7","3 out of 5 stars","+94","-1.0","31% (5/16)"
"250",12,"Brandin Cooks",NO,"WR91","11","4 out of 5 stars","+168","-1.0","18% (2/11)"
"251",12,"Jalen Tolbert",DAL,"WR92","10","2 out of 5 stars","+151","+1.4","56% (9/16)"
"252",12,"Raheem Mostert",LV,"RB70","8","2 out of 5 stars","-25","-1.2","41% (5/12)"
"253",12,"Dyami Brown",JAC,"WR93","8","4 out of 5 stars","+25","-0.3","40% (6/15)"
"254",12,"Keaton Mitchell",BAL,"RB71","7","4 out of 5 stars","+83","-0.9","0% (0/3)"
"255",12,"Brashard Smith",KC,"RB72","10","2 out of 5 stars","+15","-","-"
"256",12,"Daniel Jones",IND,"QB31","11","3 out of 5 stars","+82","-1.8","40% (4/10)"
"257",12,"Jarquez Hunter",LAR,"RB73","8","3 out of 5 stars","-17","-","-"
"258",12,"Tampa Bay Buccaneers",TB,"DST17","9","3 out of 5 stars","-47","-1.5","31% (5/16)"
"259",12,"Matt Gay",WAS,"K14","12","3 out of 5 stars","-49","+1.2","73% (11/15)"
"260",12,"Tahj Brooks",CIN,"RB74","10","4 out of 5 stars","-6","-","-"
"261",12,"Nick Westbrook-Ikhine",MIA,"WR94","12","3 out of 5 stars","+163","+2.5","50% (7/14)"
"262",12,"Audric Estime",DEN,"RB75","12","2 out of 5 stars","+31","-0.5","41% (5/12)"
"263",12,"Malik Washington",MIA,"WR95","12","3 out of 5 stars","+280","+0.4","45% (5/11)"
"264",12,"Joshua Karty",LAR,"K15","8","2 out of 5 stars","-12","+0.2","56% (9/16)"
"265",12,"Elijah Mitchell",KC,"RB76","10","2 out of 5 stars","-28","-","-"
"266",12,"Kayshon Boutte",NE,"WR96","14","3 out of 5 stars","+32","+1.2","53% (8/15)"
"267",12,"Antonio Gibson",NE,"RB77","14","4 out of 5 stars","+42","-0.9","31% (5/16)"
"268",12,"Trevor Etienne",CAR,"RB78","14","3 out of 5 stars","-1","-","-"
"269",12,"Kenneth Gainwell",PIT,"RB79","5","4 out of 5 stars","+139","-0.2","50% (8/16)"
"270",12,"Harold Fannin Jr.",CLE,"TE32","9","3 out of 5 stars","+72","-","-"
"271",12,"Noah Gray",KC,"TE33","10","3 out of 5 stars","+1","+2.1","68% (11/16)"
"272",12,"Devin Singletary",NYG,"RB80","14","3 out of 5 stars","+119","-1.3","35% (5/14)"
"273",13,"Ollie Gordon II",MIA,"RB81","12","4 out of 5 stars","+1","-","-"
"274",13,"Amari Cooper",FA,"WR97","-","-","+93","-2.3","28% (4/14)"
"275",13,"Ty Johnson",BUF,"RB82","7","4 out of 5 stars","+162","+2.5","62% (10/16)"
"276",13,"Cleveland Browns",CLE,"DST18","9","3 out of 5 stars","-30","-2.1","31% (5/16)"
"277",13,"Sean Tucker",TB,"RB83","9","3 out of 5 stars","+27","+1.9","40% (6/15)"
"278",13,"Parker Washington",JAC,"WR98","8","4 out of 5 stars","+225","+0.7","40% (6/15)"
"279",13,"Tre Tucker",LV,"WR99","8","4 out of 5 stars","+131","0.0","31% (5/16)"
"280",13,"Theo Johnson",NYG,"TE34","14","2 out of 5 stars","+3","0.0","41% (5/12)"
"281",13,"Tyler Shough",NO,"QB32","11","5 out of 5 stars","+41","-","-"
"282",13,"Joe Flacco",CLE,"QB33","9","2 out of 5 stars","-1","-","-"
"283",13,"Tim Patrick",DET,"WR100","8","3 out of 5 stars","+37","+0.7","53% (8/15)"
"284",13,"Xavier Restrepo",TEN,"WR101","10","4 out of 5 stars","+12","-","-"
"285",13,"Luke McCaffrey",WAS,"WR102","12","3 out of 5 stars","+34","-1.8","25% (4/16)"
"286",13,"Khalil Herbert",IND,"RB84","11","2 out of 5 stars","+309","-1.7","15% (2/13)"
"287",13,"Isaiah Davis",NYJ,"RB85","9","5 out of 5 stars","+430","+0.8","50% (4/8)"
"288",13,"Jalen Nailor",MIN,"WR103","6","2 out of 5 stars","+87","+0.9","43% (7/16)"
"289",13,"Darren Waller",MIA,"TE35","12","3 out of 5 stars","-95","-","-"
"290",13,"Dameon Pierce",HOU,"RB86","6","2 out of 5 stars","+87","-0.3","20% (2/10)"
"291",13,"Taysom Hill",NO,"TE36","11","3 out of 5 stars","-53","+4.6","50% (4/8)"
"292",13,"Noah Fant",CIN,"TE37","10","2 out of 5 stars","-6","-0.4","38% (5/13)"
"293",13,"Jordan James",SF,"RB87","14","3 out of 5 stars","+38","-","-"
"294",13,"Dont'e Thornton Jr.",LV,"WR104","8","4 out of 5 stars","-43","-","-"
"295",13,"Jaxson Dart",NYG,"QB34","14","1 out of 5 stars","-39","-","-"
"296",13,"Tory Horton",SEA,"WR105","8","3 out of 5 stars","+18","-","-"
"297",13,"Sincere McCormick",LV,"RB88","8","2 out of 5 stars","+179","-0.7","75% (3/4)"
"298",13,"Alexander Mattison",MIA,"RB89","12","4 out of 5 stars","+132","-0.2","38% (5/13)"
"299",13,"Daniel Carlson",LV,"K16","8","3 out of 5 stars","-69","+1.5","56% (9/16)"
"300",13,"Christian Watson",GB,"WR106","5","2 out of 5 stars","+33","-1.8","28% (4/14)"
"301",13,"Kimani Vidal",LAC,"RB90","12","2 out of 5 stars","+164","-1.6","11% (1/9)"
"302",13,"Terrance Ferguson",LAR,"TE38","8","4 out of 5 stars","-25","-","-"
"303",13,"Chicago Bears",CHI,"DST19","5","2 out of 5 stars","-96","+0.7","43% (7/16)"
"304",13,"Jermaine Burton",CIN,"WR107","10","3 out of 5 stars","+40","-0.4","16% (2/12)"
"305",13,"Jacory Croskey-Merritt",WAS,"RB91","12","2 out of 5 stars","-66","-","-"
"306",13,"Isaac TeSlaa",DET,"WR108","8","3 out of 5 stars","-65","-","-"
"307",13,"Oronde Gadsden II",LAC,"TE39","12","3 out of 5 stars","+102","-","-"
"308",13,"Zack Moss",FA,"RB92","-","-","-87","-1.9","37% (3/8)"
"309",13,"Damien Martinez",SEA,"RB93","8","3 out of 5 stars","+133","-","-"
"310",13,"Will Reichard",MIN,"K17","6","0 out of 5 stars","-75","+2.6","66% (8/12)"
"311",13,"Ty Chandler",MIN,"RB94","6","3 out of 5 stars","+70","-1.5","25% (4/16)"
"312",13,"Tyler Higbee",LAR,"TE40","8","4 out of 5 stars","-39","-","-"
"313",13,"Gabe Davis",FA,"WR109","-","-","-","-3.3","10% (1/10)"
"314",13,"Ben Sinnott",WAS,"TE41","12","3 out of 5 stars","+65","-0.4","21% (3/14)"
"315",13,"Emanuel Wilson",GB,"RB95","5","4 out of 5 stars","+124","+1.0","43% (7/16)"
"316",13,"Tyler Loop",BAL,"K18","7","2 out of 5 stars","-104","-","-"
"317",13,"Tez Johnson",TB,"WR110","9","3 out of 5 stars","+98","-","-"
"318",13,"Tutu Atwell",LAR,"WR111","8","3 out of 5 stars","+9","-","-"
"319",13,"Will Dissly",LAC,"TE42","12","3 out of 5 stars","+16","-0.1","42% (6/14)"
"320",13,"Chris Brooks",GB,"RB96","5","4 out of 5 stars","+161","+0.7","40% (4/10)"
"321",13,"New England Patriots",NE,"DST20","14","4 out of 5 stars","-107","-1.3","25% (4/16)"
"322",13,"Shedeur Sanders",CLE,"QB35","9","2 out of 5 stars","-75","-","-"
"323",13,"Phil Mafah",DAL,"RB97","10","2 out of 5 stars","+427","-","-"
"324",13,"Tyrod Taylor",NYJ,"QB36","9","5 out of 5 stars","+233","-","-"
"325",13,"Ray-Ray McCloud III",ATL,"WR112","5","3 out of 5 stars","-2","-","-"
"326",14,"Tyler Conklin",LAC,"TE43","12","3 out of 5 stars","-10","-","-"
"327",14,"Chris Rodriguez Jr.",WAS,"RB98","12","2 out of 5 stars","+212","+2.5","42% (3/7)"
"328",14,"Jordan Whittington",LAR,"WR113","8","3 out of 5 stars","+26","-","-"
"329",14,"Miami Dolphins",MIA,"DST21","12","2 out of 5 stars","-68","-1.9","31% (5/16)"
"330",14,"Arizona Cardinals",ARI,"DST22","8","4 out of 5 stars","-115","-1.3","37% (6/16)"
"331",14,"Jason Myers",SEA,"K19","8","5 out of 5 stars","-49","+0.7","56% (9/16)"
"332",14,"Zamir White",LV,"RB99","8","2 out of 5 stars","+32","-4.3","12% (1/8)"
"333",14,"Raheim Sanders",LAC,"RB100","12","2 out of 5 stars","+577","-","-"
"334",14,"Jalen Milroe",SEA,"QB37","8","4 out of 5 stars","-63","-","-"
"335",14,"Justin Tucker",FA,"K20","-","-","-66","+0.4","50% (8/16)"
"336",14,"Tai Felton",MIN,"WR114","6","2 out of 5 stars","+154","-","-"
"337",14,"John Metchie III",HOU,"WR115","6","4 out of 5 stars","+190","+0.5","33% (4/12)"
"338",14,"Samaje Perine",CIN,"RB101","10","4 out of 5 stars","-48","-","-"
"339",14,"Marquez Valdes-Scantling",SEA,"WR116","8","3 out of 5 stars","-9","-","-"
"340",14,"A.J. Dillon",PHI,"RB102","9","3 out of 5 stars","-41","-","-"
"341",14,"Noah Brown",WAS,"WR117","12","3 out of 5 stars","+104","-","-"
"342",14,"Gus Edwards",FA,"RB103","-","-","-","-1.5","36% (4/11)"
"343",14,"Demarcus Robinson",SF,"WR118","14","4 out of 5 stars","+83","-0.3","31% (5/16)"
"344",14,"KaVontae Turpin",DAL,"WR119","10","2 out of 5 stars","-44","-","-"
"345",14,"Dawson Knox",BUF,"TE44","7","3 out of 5 stars","-48","-","-"
"346",14,"Cam Akers",NO,"RB104","11","4 out of 5 stars","+145","+0.6","43% (7/16)"
"347",14,"Josh Reynolds",NYJ,"WR120","9","4 out of 5 stars","+295","-","-"
"348",14,"Michael Mayer",LV,"TE45","8","2 out of 5 stars","-20","-","-"
"349",14,"Troy Franklin",DEN,"WR121","12","3 out of 5 stars","-57","-","-"
"350",14,"Savion Williams",GB,"WR122","5","2 out of 5 stars","+70","-","-"
"351",14,"Luke Musgrave",GB,"TE46","5","2 out of 5 stars","-30","-","-"
"352",14,"Spencer Rattler",NO,"QB38","11","5 out of 5 stars","+88","-","-"
"353",14,"Kirk Cousins",ATL,"QB39","5","4 out of 5 stars","-48","-1.8","18% (3/16)"
"354",14,"Jake Moody",SF,"K21","14","5 out of 5 stars","-118","+0.5","38% (5/13)"
"355",14,"Chimere Dike",TEN,"WR123","10","4 out of 5 stars","+205","-","-"
"356",14,"Brandon McManus",GB,"K22","5","3 out of 5 stars","-134","+0.7","50% (5/10)"
"357",14,"Tank Dell",HOU,"WR124","6","4 out of 5 stars","-62","-2.0","28% (4/14)"
"358",14,"Mack Hollins",NE,"WR125","14","3 out of 5 stars","+7","-","-"
"359",14,"AJ Barner",SEA,"TE47","8","4 out of 5 stars","-46","-","-"
"360",14,"New York Giants",NYG,"DST23","14","1 out of 5 stars","-140","-2.4","25% (4/16)"
"361",14,"Curtis Samuel",BUF,"WR126","7","3 out of 5 stars","+97","-","-"
"362",14,"Isaiah Bond",FA,"WR127","-","-","-","-","-"
"363",14,"Greg Dortch",ARI,"WR128","8","4 out of 5 stars","+101","-","-"
"364",14,"Eddy Pineiro",FA,"K23","-","-","+107","-0.7","31% (5/16)"
"365",14,"Kenny Pickett",CLE,"QB40","9","2 out of 5 stars","+252","-","-"
"366",14,"Jameis Winston",NYG,"QB41","14","1 out of 5 stars","-25","+2.9","60% (6/10)"
"367",14,"Allen Lazard",NYJ,"WR129","9","4 out of 5 stars","+56","-","-"
"368",14,"Donovan Edwards",NYJ,"RB105","9","5 out of 5 stars","+407","-","-"
"369",14,"Jaylin Lane",WAS,"WR130","12","3 out of 5 stars","+44","-","-"
"370",14,"Matt Prater",FA,"K24","-","-","+176","+1.3","75% (3/4)"
"371",14,"Dillon Gabriel",CLE,"QB42","9","2 out of 5 stars","+179","-","-"
"372",14,"Washington Commanders",WAS,"DST24","12","4 out of 5 stars","-184","-3.1","12% (2/16)"
"373",14,"Gunnar Helm",TEN,"TE48","10","3 out of 5 stars","+383","-","-"
"374",14,"Austin Hooper",NE,"TE49","14","3 out of 5 stars","-34","-","-"
"375",15,"Cam Little",JAC,"K25","8","5 out of 5 stars","-86","+0.1","43% (7/16)"
"376",15,"Luke Schoonmaker",DAL,"TE50","10","2 out of 5 stars","+17","-","-"
"377",15,"KeAndre Lambert-Smith",LAC,"WR131","12","3 out of 5 stars","+15","-","-"
"378",15,"Trey Sermon",PIT,"RB106","5","4 out of 5 stars","+225","-0.6","37% (6/16)"
"379",15,"Robert Woods",PIT,"WR132","5","4 out of 5 stars","-21","-","-"
"380",15,"Jahan Dotson",PHI,"WR133","9","3 out of 5 stars","-70","-","-"
"381",15,"LeQuint Allen Jr.",JAC,"RB107","8","2 out of 5 stars","+115","-","-"
"382",15,"Emari Demercado",ARI,"RB108","8","3 out of 5 stars","+321","-","-"
"383",15,"Van Jefferson",TEN,"WR134","10","4 out of 5 stars","+115","-","-"
"384",15,"Jacob Cowing",SF,"WR135","14","4 out of 5 stars","+99","-","-"
"385",15,"Ameer Abdullah",SF,"RB109","14","3 out of 5 stars","+228","+1.9","62% (10/16)"
"386",15,"Theo Wease Jr.",MIA,"WR136","12","3 out of 5 stars","-","-","-"
"387",15,"Tommy Tremble",CAR,"TE51","14","4 out of 5 stars","+18","-","-"
"388",15,"Kyle Juszczyk",SF,"RB110","14","3 out of 5 stars","-6","-","-"
"389",15,"Ja'Lynn Polk",NE,"WR137","14","3 out of 5 stars","+165","-","-"
"390",15,"Antwane Wells Jr.",NYG,"WR138","14","2 out of 5 stars","-","-","-"
"391",15,"Foster Moreau",NO,"TE52","11","3 out of 5 stars","+187","-","-"
"392",15,"Hunter Renfrow",CAR,"WR139","14","4 out of 5 stars","-58","-","-"
"393",15,"Blake Grupe",NO,"K26","11","5 out of 5 stars","-102","+0.1","50% (8/16)"
"394",15,"Indianapolis Colts",IND,"DST25","11","4 out of 5 stars","-145","-3.6","18% (3/16)"
"395",15,"Graham Gano",NYG,"K27","14","0 out of 5 stars","-93","-1.3","33% (3/9)"
"396",15,"Jalin Hyatt",NYG,"WR140","14","2 out of 5 stars","-36","-","-"
"397",15,"Jonathan Mingo",DAL,"WR141","10","2 out of 5 stars","+145","-","-"
"398",15,"Olamide Zaccheaus",CHI,"WR142","5","2 out of 5 stars","-12","-","-"
"399",15,"Kendrick Bourne",NE,"WR143","14","3 out of 5 stars","-21","-","-"
"400",15,"Kalel Mullings",TEN,"RB111","10","2 out of 5 stars","+212","-","-"
"401",15,"Ja'Quinden Jackson",JAC,"RB112","8","2 out of 5 stars","+358","-","-"
"402",15,"Cincinnati Bengals",CIN,"DST26","10","2 out of 5 stars","-159","-4.0","25% (4/16)"
"403",15,"Nick Folk",NYJ,"K28","9","2 out of 5 stars","-27","+0.6","35% (5/14)"
"404",15,"JuJu Smith-Schuster",KC,"WR144","10","3 out of 5 stars","-92","-","-"
"405",15,"Cairo Santos",CHI,"K29","5","1 out of 5 stars","-125","-0.8","31% (5/16)"
"406",15,"KhaDarel Hodge",ATL,"WR145","5","3 out of 5 stars","+170","-","-"
"407",15,"Atlanta Falcons",ATL,"DST27","5","3 out of 5 stars","-122","-2.5","18% (3/16)"
"408",15,"Mason Rudolph",PIT,"QB43","5","4 out of 5 stars","-23","-","-"
"409",15,"Zay Jones",ARI,"WR146","8","4 out of 5 stars","+376","-","-"
"410",15,"Jordan Watkins",SF,"WR147","14","4 out of 5 stars","+184","-","-"
"411",15,"Michael Gallup",WAS,"WR148","12","3 out of 5 stars","+234","-","-"
"412",15,"Jonathon Brooks",CAR,"RB113","14","3 out of 5 stars","+165","-2.8","33% (1/3)"
"413",15,"Grant Calcaterra",PHI,"TE53","9","3 out of 5 stars","-84","-","-"
"414",15,"Bub Means",NO,"WR149","11","4 out of 5 stars","+135","-","-"
"415",15,"Jake Bobo",SEA,"WR150","8","3 out of 5 stars","-60","-","-"
"416",15,"Josh Oliver",MIN,"TE54","6","3 out of 5 stars","-43","-","-"
"417",15,"Aidan O'Connell",LV,"QB44","8","3 out of 5 stars","-17","-1.7","28% (2/7)"
"418",15,"Cade Stover",HOU,"TE55","6","3 out of 5 stars","+174","-","-"
"419",15,"Arian Smith",NYJ,"WR151","9","4 out of 5 stars","+63","-","-"
"420",15,"Devontez Walker",BAL,"WR152","7","3 out of 5 stars","+31","-","-"
"421",15,"Deshaun Watson",CLE,"QB45","9","2 out of 5 stars","-70","-","-"
"422",15,"Malachi Corley",NYJ,"WR153","9","4 out of 5 stars","+99","-","-"
"423",15,"Craig Reynolds",DET,"RB114","8","2 out of 5 stars","-71","-","-"
"424",15,"Jeremy Ruckert",NYJ,"TE56","9","3 out of 5 stars","+181","-","-"
"425",15,"Greg Dulcich",NYG,"TE57","14","2 out of 5 stars","+394","-","-"
"426",15,"D'Ernest Johnson",BAL,"RB115","7","4 out of 5 stars","-","-0.2","50% (6/12)"
"427",15,"Chad Ryland",ARI,"K30","8","3 out of 5 stars","-110","-","-"
"428",15,"Javon Baker",NE,"WR154","14","3 out of 5 stars","+127","-","-"
"429",15,"Alec Ingold",MIA,"RB116","12","4 out of 5 stars","+365","-","-"
"430",15,"Jake Haener",NO,"QB46","11","5 out of 5 stars","+267","-","-"
"431",15,"Marcus Yarns",NO,"RB117","11","4 out of 5 stars","+473","-","-"
"432",15,"Clyde Edwards-Helaire",NO,"RB118","11","4 out of 5 stars","+37","-","-"
"433",15,"Joe Milton III",DAL,"QB47","10","2 out of 5 stars","-97","-","-"
"434",15,"Darnell Washington",PIT,"TE58","5","3 out of 5 stars","-84","-","-"
"435",15,"Mitchell Evans",CAR,"TE59","14","4 out of 5 stars","-6","-","-"
"436",15,"Will Howard",PIT,"QB48","5","4 out of 5 stars","-104","-","-"
"437",15,"Chris Tyree",NO,"RB119","11","4 out of 5 stars","+335","-","-"
"438",15,"New Orleans Saints",NO,"DST28","11","4 out of 5 stars","-175","-1.1","37% (6/16)"
"439",15,"Jamari Thrash",CLE,"WR155","9","2 out of 5 stars","+79","-","-"
"440",15,"Kalif Raymond",DET,"WR156","8","3 out of 5 stars","-79","-","-"
"441",15,"Elijah Higgins",ARI,"TE60","8","5 out of 5 stars","-43","-","-"
"442",15,"Colby Parkinson",LAR,"TE61","8","4 out of 5 stars","+149","-","-"
"443",16,"Daniel Bellinger",NYG,"TE62","14","2 out of 5 stars","-32","-","-"
"444",16,"Stone Smartt",NYJ,"TE63","9","3 out of 5 stars","+248","-","-"
"445",16,"Derius Davis",LAC,"WR157","12","3 out of 5 stars","+68","-","-"
"446",16,"Kylen Granson",PHI,"TE64","9","3 out of 5 stars","+172","-","-"
"447",16,"Jimmy Horn Jr.",CAR,"WR158","14","4 out of 5 stars","-141","-","-"
"448",16,"Jeremy McNichols",WAS,"RB120","12","2 out of 5 stars","+41","-","-"
"449",16,"Cordarrelle Patterson",FA,"RB121","-","-","+190","-","-"
"450",16,"Pierre Strong Jr.",CLE,"RB122","9","4 out of 5 stars","-","-","-"
"451",16,"Julian Hill",MIA,"TE65","12","3 out of 5 stars","-19","-","-"
"452",16,"Ezekiel Elliott",FA,"RB123","-","-","-25","-","-"
"453",16,"Michael Carter",ARI,"RB124","8","3 out of 5 stars","+219","-","-"
"454",16,"Marcus Mariota",WAS,"QB49","12","2 out of 5 stars","-38","-","-"
"455",16,"Malik Willis",GB,"QB50","5","2 out of 5 stars","-87","-","-"
"456",16,"Tyler Goodson",IND,"RB125","11","2 out of 5 stars","+158","-","-"
"457",16,"Dare Ogunbowale",HOU,"RB126","6","2 out of 5 stars","+115","-","-"
"458",16,"Ronnie Rivers",LAR,"RB127","8","3 out of 5 stars","+372","-","-"
"459",16,"Mac Jones",SF,"QB51","14","4 out of 5 stars","-88","-","-"
"460",16,"Deuce Vaughn",DAL,"RB128","10","2 out of 5 stars","-97","-","-"
"461",16,"Patrick Taylor Jr.",SF,"RB129","14","3 out of 5 stars","+128","-","-"
"462",16,"Rondale Moore",MIN,"WR159","6","2 out of 5 stars","+48","-","-"
"463",16,"Sam Howell",MIN,"QB52","6","2 out of 5 stars","+95","-","-"
"464",16,"Hayden Hurst",FA,"TE66","-","-","+182","-","-"
"465",16,"Jimmy Garoppolo",LAR,"QB53","8","3 out of 5 stars","-61","-","-"
"466",16,"Jake Browning",CIN,"QB54","10","2 out of 5 stars","+189","-","-"
"467",16,"Hunter Long",JAC,"TE67","8","3 out of 5 stars","+344","-","-"
"468",16,"Josh Whyle",TEN,"TE68","10","3 out of 5 stars","+155","-","-"
"469",16,"K.J. Osborn",WAS,"WR160","12","3 out of 5 stars","+193","-","-"
"470",16,"Zach Wilson",MIA,"QB55","12","5 out of 5 stars","-35","-","-"
"471",16,"David Bell",CLE,"WR161","9","2 out of 5 stars","-","-","-"
"472",16,"Hassan Haskins",LAC,"RB130","12","2 out of 5 stars","+2","-","-"
"473",16,"Tyler Johnson",NYJ,"WR162","9","4 out of 5 stars","-","-","-"
"474",16,"Julius Chestnut",TEN,"RB131","10","2 out of 5 stars","-2","-","-"
"475",16,"Michael Burton",DEN,"RB132","12","2 out of 5 stars","+89","-","-"
"476",16,"Hunter Luepke",DAL,"RB133","10","2 out of 5 stars","+32","-","-"
"477",16,"Harrison Bryant",PHI,"TE69","9","3 out of 5 stars","+133","-","-"
"478",16,"Thomas Fidone II",NYG,"TE70","14","2 out of 5 stars","+427","-","-"
"479",16,"Brevin Jordan",HOU,"TE71","6","3 out of 5 stars","+119","-","-"
"480",16,"Carson Steele",KC,"RB134","10","2 out of 5 stars","-127","-","-"
"481",16,"C.J. Ham",MIN,"RB135","6","3 out of 5 stars","-47","-","-"
"482",16,"John Bates",WAS,"TE72","12","3 out of 5 stars","+191","-","-"
"483",16,"Dylan Laube",LV,"RB136","8","2 out of 5 stars","+367","-","-"
"484",16,"Cooper Rush",BAL,"QB56","7","3 out of 5 stars","-77","-","-"
"485",16,"Tyler Badie",DEN,"RB137","12","2 out of 5 stars","+126","-","-"
"486",16,"Cedrick Wilson Jr.",NO,"WR163","11","4 out of 5 stars","+164","-","-"
"487",16,"Tanner Hudson",CIN,"TE73","10","2 out of 5 stars","-","-","-"
"488",16,"Taylor Heinicke",LAC,"QB57","12","3 out of 5 stars","+152","-","-"